,word,same_letters,matches
81,addax,1.1209503239740821,0.1758099352051836
82,added,1.3282937365010798,0.29028077753779696
83,adder,1.5300215982721381,0.3308855291576674
84,addio,1.2825053995680347,0.19524838012958964
85,addle,1.4483801295896328,0.3550755939524838
86,adeem,1.5935205183585313,0.301511879049676
87,adhan,1.3464362850971923,0.2
88,adieu,1.4855291576673866,0.3222462203023758
89,adios,1.3896328293736502,0.2570194384449244
90,adits,1.3870410367170627,0.26004319654427643
91,adman,1.3114470842332613,0.2224622030237581
92,admen,1.3749460043196544,0.2894168466522678
93,admix,0.9766738660907127,0.16760259179265657
94,adobo,1.249244060475162,0.21036717062634988
95,adown,1.1645788336933045,0.24190064794816415
96,adoze,1.3144708423326135,0.3667386609071274
97,adrad,1.4665226781857452,0.2613390928725702
98,adred,1.5300215982721381,0.3282937365010799
99,adsum,1.1455723542116631,0.15766738660907129
100,aduki,1.1166306695464363,0.1693304535637149
101,adunc,1.1809935205183586,0.232829373650108
102,adust,1.3049676025917927,0.32397408207343414
103,advew,1.156803455723542,0.23542116630669546
104,adyta,1.413390928725702,0.16976241900647948
105,adzed,1.183585313174946,0.2626349892008639
106,adzes,1.2907127429805616,0.22721382289416847
107,aecia,1.7144708423326134,0.2855291576673866
108,aedes,1.7317494600431966,0.350755939524838
109,aegis,1.5248380129589634,0.2781857451403888
110,aeons,1.644060475161987,0.3650107991360691
111,aerie,1.9460043196544277,0.4872570194384449
112,aeros,1.7680345572354212,0.30842332613390927
113,aesir,1.7568034557235421,0.3598272138228942
114,afald,1.3144708423326135,0.31792656587473
115,afara,1.6289416846652267,0.29028077753779696
116,afars,1.5032397408207343,0.2781857451403888
117,afear,1.6924406047516198,0.30280777537796977
118,aflaj,1.1663066954643628,0.18315334773218142
119,afore,1.5904967602591793,0.4185745140388769
120,afrit,1.411231101511879,0.3123110151187905
121,afros,1.4012958963282938,0.20734341252699784
122,agama,1.4362850971922245,0.2557235421166307
123,agami,1.3231101511879049,0.232829373650108
124,agars,1.5434125269978403,0.27991360691144707
125,agast,1.4699784017278619,0.3818574514038877
126,agave,1.4354211663066954,0.4017278617710583
127,agaze,1.3861771058315335,0.3904967602591793
128,agene,1.6721382289416846,0.4043196544276458
129,agers,1.6069114470842332,0.22375809935205185
130,agger,1.4695464362850972,0.32397408207343414
131,aggie,1.3874730021598272,0.3464362850971922
132,aggri,1.2928725701943844,0.1654427645788337
133,aggro,1.3041036717062635,0.1857451403887689
134,aggry,1.1935205183585313,0.31792656587473
135,aghas,1.345572354211663,0.15593952483801296
136,agila,1.4742980561555075,0.2786177105831533
137,agios,1.3593952483801295,0.25356371490280777
138,agism,1.1974082073434125,0.2730021598272138
139,agist,1.3568034557235422,0.36414686825053993
140,agita,1.4825053995680346,0.26868250539956806
141,aglee,1.7144708423326134,0.4349892008639309
142,aglet,1.5464362850971922,0.3611231101511879
143,agley,1.4384449244060475,0.4090712742980562
144,agloo,1.383585313174946,0.19654427645788336
145,aglus,1.266522678185745,0.1654427645788337
146,agmas,1.3105831533477321,0.17840172786177105
147,agoge,1.3987041036717063,0.3874730021598272
148,agone,1.506695464362851,0.43326133909287257
149,agons,1.3174946004319654,0.265658747300216
150,agood,1.263498920086393,0.2794816414686825
151,agria,1.555939524838013,0.23239740820734342
152,agrin,1.400863930885529,0.2609071274298056
153,agros,1.4414686825053995,0.20907127429805616
154,agued,1.3356371490280778,0.3257019438444924
155,agues,1.4427645788336934,0.29028077753779696
156,aguna,1.349892008639309,0.24362850971922245
157,aguti,1.287257019438445,0.2021598272138229
158,aheap,1.5546436285097192,0.2941684665226782
159,ahent,1.5382289416846653,0.3874730021598272
160,ahigh,1.129157667386609,0.3308855291576674
161,ahind,1.2332613390928726,0.3676025917926566
162,ahing,1.2030237580993521,0.33434125269978404
163,ahint,1.3615550755939525,0.42591792656587474
164,ahold,1.2868250539956803,0.3494600431965443
165,ahull,1.3136069114470843,0.33174946004319655
166,ahuru,1.3127429805615551,0.260475161987041
167,aidas,1.4915766738660907,0.26652267818574515
168,aided,1.4479481641468683,0.36889848812095033
169,aides,1.5550755939524838,0.3334773218142549
170,aidoi,1.402159827213823,0.24233261339092874
171,aidos,1.3896328293736502,0.2531317494600432
172,aiery,1.6699784017278618,0.4475161987041037
173,aigas,1.4613390928725702,0.2630669546436285
174,aight,1.2535637149028078,0.29848812095032395
175,ailed,1.568034557235421,0.38488120950323973
176,aimed,1.4168466522678185,0.36285097192224625
177,aimer,1.618574514038877,0.4034557235421166
178,ainee,1.8220302375809936,0.5287257019438445
179,ainga,1.431965442764579,0.26868250539956806
180,aioli,1.5222462203023759,0.3282937365010799
181,aired,1.6496760259179266,0.40691144708423327
182,airer,1.851403887688985,0.4475161987041037
183,airns,1.5382289416846653,0.3127429805615551
184,airth,1.4855291576673866,0.3386609071274298
185,airts,1.588768898488121,0.2941684665226782
186,aitch,1.3174946004319654,0.32181425485961124
187,aitus,1.424622030237581,0.2470842332613391
188,aiver,1.5542116630669547,0.3982721382289417
189,aiyee,1.7645788336933046,0.4812095032397408
190,aizle,1.4233261339092873,0.4060475161987041
191,ajies,1.4069114470842332,0.32958963282937365
192,ajiva,1.1408207343412526,0.2241900647948164
193,ajuga,1.123974082073434,0.19352051835853132
194,ajwan,1.1183585313174946,0.19956803455723543
195,akees,1.6591792656587474,0.2946004319654428
196,akela,1.6086393088552915,0.23930885529157667
197,akene,1.6298056155507559,0.4034557235421166
198,aking,1.1265658747300216,0.27645788336933047
199,akita,1.4401727861771059,0.2678185745140389
200,akkas,1.2267818574514038,0.15637149028077754
201,alaap,1.6073434125269979,0.3749460043196544
202,alack,1.3460043196544276,0.39481641468682505
203,alamo,1.4846652267818574,0.3347732181425486
204,aland,1.4626349892008639,0.40993520518358534
205,alane,1.758963282937365,0.5421166306695464
206,alang,1.4323974082073434,0.37667386609071274
207,alans,1.5697624190064794,0.37451403887688983
208,alant,1.5909287257019438,0.46825053995680344
209,alapa,1.6073434125269979,0.32958963282937365
210,alaps,1.4816414686825055,0.3174946004319654
211,alary,1.6069114470842332,0.5032397408207343
212,alate,1.8095032397408208,0.5235421166306695
213,alays,1.5123110151187904,0.2971922246220302
214,albas,1.4475161987041036,0.25831533477321816
215,albee,1.7002159827213823,0.49287257019438446
216,alcid,1.3053995680345571,0.2911447084233261
217,alcos,1.4237580993520518,0.24449244060475162
218,aldea,1.6812095032397407,0.34514038876889847
219,alder,1.650107991360691,0.4090712742980562
220,aldol,1.403023758099352,0.3045356371490281
221,aleck,1.4095032397408207,0.3386609071274298
222,alecs,1.5892008639308854,0.30539956803455726
223,alefs,1.485097192224622,0.2548596112311015
224,aleft,1.5062634989200865,0.3485961123110151
225,aleph,1.4419006479481642,0.30583153347732184
226,alews,1.4794816414686824,0.2505399568034557
227,aleye,1.765010799136069,0.4086393088552916
228,alfas,1.421598272138229,0.24449244060475162
229,algal,1.4747300215982722,0.3144708423326134
230,algas,1.4617710583153347,0.2626349892008639
231,algid,1.2414686825053995,0.2958963282937365
232,algin,1.3192224622030237,0.30107991360691144
233,algor,1.454427645788337,0.3252699784017279
234,algum,1.12829373650108,0.2302375809935205
235,alias,1.6116630669546437,0.3485961123110151
236,alifs,1.3084233261339093,0.29330453563714903
237,aline,1.6457883369330453,0.5244060475161987
238,alist,1.5071274298056156,0.44578833693304537
239,aliya,1.5248380129589634,0.2915766738660907
240,alkie,1.4954643628509718,0.4043196544276458
241,alkos,1.3174946004319654,0.22548596112311015
242,alkyd,1.0997840172786177,0.20518358531317496
243,alkyl,1.2198704103671707,0.22159827213822894
244,allee,1.8647948164146868,0.5166306695464363
245,allel,1.6885529157667387,0.4008639308855292
246,allis,1.4989200863930885,0.27991360691144707
247,allod,1.403023758099352,0.3041036717062635
248,allyl,1.4125269978401729,0.26479481641468683
249,almah,1.3576673866090714,0.3045356371490281
250,almas,1.4609071274298056,0.26004319654427643
251,almeh,1.4211663066954643,0.3714902807775378
252,almes,1.5244060475161987,0.32699784017278616
253,almud,1.1585313174946004,0.260475161987041
254,almug,1.12829373650108,0.22721382289416847
255,alods,1.3900647948164147,0.29848812095032395
256,aloed,1.5792656587473002,0.44146868250539956
257,aloes,1.6863930885529157,0.4060475161987041
258,aloha,1.5196544276457884,0.29287257019438445
259,aloin,1.4803455723542116,0.3775377969762419
260,aloos,1.520950323974082,0.3257019438444924
261,alowe,1.5032397408207343,0.4470842332613391
262,altho,1.4151187904967601,0.232829373650108
263,altos,1.5183585313174945,0.2682505399568035
264,alula,1.542548596112311,0.31663066954643626
265,alums,1.2656587473002159,0.26393088552915767
266,alure,1.6876889848812096,0.46781857451403885
267,alvar,1.491144708423326,0.3308855291576674
268,alway,1.329157667386609,0.38660907127429806
269,amahs,1.344708423326134,0.23758099352051837
270,amain,1.4311015118790498,0.33434125269978404
271,amate,1.6583153347732182,0.4531317494600432
272,amaut,1.3995680345572354,0.3546436285097192
273,amban,1.2669546436285097,0.22850971922246222
274,ambit,1.2043196544276458,0.2794816414686825
275,ambos,1.1943844492440605,0.17451403887688985
276,ambry,1.178401727861771,0.3248380129589633
277,ameba,1.4855291576673866,0.191792656587473
278,ameer,1.7952483801295895,0.3827213822894168
279,amene,1.6712742980561555,0.41555075593952484
280,amens,1.48207343412527,0.24794816414686824
281,ament,1.5032397408207343,0.34168466522678187
282,amias,1.460475161987041,0.2781857451403888
283,amice,1.4505399568034558,0.441036717062635
284,amici,1.273866090712743,0.2626349892008639
285,amide,1.4168466522678185,0.40518358531317494
286,amido,1.2514038876889848,0.2470842332613391
287,amids,1.227645788336933,0.23758099352051837
288,amies,1.5239740820734342,0.34514038876889847
289,amiga,1.3231101511879049,0.2526997840172786
290,amigo,1.2211663066954643,0.2501079913606911
291,amine,1.4946004319654427,0.45399568034557236
292,amino,1.329157667386609,0.2958963282937365
293,amins,1.3053995680345571,0.2863930885529158
294,amirs,1.4293736501079914,0.2734341252699784
295,amlas,1.4609071274298056,0.21166306695464362
296,amman,1.2803455723542116,0.2302375809935205
297,ammon,1.178401727861771,0.21684665226781857
298,ammos,1.2077753779697624,0.17624190064794817
299,amnia,1.4311015118790498,0.23326133909287258
300,amnic,1.2319654427645788,0.21900647948164148
301,amnio,1.329157667386609,0.2306695464362851
302,amoks,1.1663066954643628,0.22203023758099352
303,amole,1.5481641468682505,0.43585313174946005
304,amort,1.4617710583153347,0.35766738660907127
305,amour,1.3710583153347733,0.309719222462203
306,amove,1.3326133909287257,0.3857451403887689
307,amowt,1.1840172786177106,0.30280777537796977
308,amped,1.2868250539956803,0.29071274298056154
309,ampul,1.1481641468682506,0.20518358531317496
310,amrit,1.4505399568034558,0.3252699784017279
311,amuck,0.9995680345572354,0.2630669546436285
312,amyls,1.2483801295896328,0.175377969762419
313,anana,1.6531317494600433,0.33736501079913606
314,anata,1.703671706263499,0.31879049676025917
315,ancho,1.2781857451403889,0.15982721382289417
316,ancle,1.5598272138228941,0.3758099352051836
317,ancon,1.3520518358531317,0.23585313174946004
318,andro,1.4423326133909287,0.22159827213822894
319,anear,1.8406047516198705,0.3369330453563715
320,anele,1.822462203023758,0.42807775377969765
321,anent,1.6120950323974081,0.36285097192224625
322,angas,1.419438444924406,0.21339092872570195
323,anglo,1.3304535637149029,0.2224622030237581
324,anigh,1.2030237580993521,0.3062634989200864
325,anile,1.6457883369330453,0.46652267818574517
326,anils,1.4565874730021597,0.29892008639308854
327,anima,1.4311015118790498,0.27041036717062633
328,animi,1.3179265658747301,0.24751619870410368
329,anion,1.4380129589632829,0.3265658747300216
330,anise,1.632829373650108,0.47041036717062634
331,anker,1.535205183585313,0.3326133909287257
332,ankhs,1.1481641468682506,0.13131749460043196
333,ankus,1.1818574514038878,0.15464362850971922
334,anlas,1.5697624190064794,0.232829373650108
335,annal,1.540388768898488,0.2963282937365011
336,annas,1.5274298056155509,0.24449244060475162
337,annat,1.548596112311015,0.3382289416846652
338,anoas,1.580561555075594,0.2898488120950324
339,anole,1.6570194384449244,0.45701943844492443
340,anomy,1.229805615550756,0.3904967602591793
341,ansae,1.7460043196544277,0.38660907127429806
342,antae,1.767170626349892,0.4
343,antar,1.6725701943844493,0.30842332613390927
344,antas,1.5779697624190065,0.23239740820734342
345,anted,1.534341252699784,0.3347732181425486
346,antes,1.6414686825053997,0.2993520518358531
347,antis,1.464794816414687,0.2302375809935205
348,antra,1.6725701943844493,0.23974082073434125
349,antre,1.7360691144708422,0.3952483801295896
350,antsy,1.3654427645788336,0.3775377969762419
351,anura,1.5818574514038877,0.2630669546436285
352,anyon,1.3386609071274298,0.2241900647948164
353,apace,1.5844492440604752,0.468682505399568
354,apage,1.5205183585313176,0.43585313174946005
355,apaid,1.3740820734341253,0.3390928725701944
356,apayd,1.2747300215982722,0.27213822894168466
357,apays,1.3818574514038877,0.2367170626349892
358,apeak,1.4781857451403888,0.28293736501079914
359,apeek,1.541684665226782,0.34989200863930886
360,apers,1.626781857451404,0.2449244060475162
361,apert,1.6479481641468683,0.3386609071274298
362,apery,1.5399568034557236,0.38660907127429806
363,apgar,1.4259179265658748,0.2781857451403888
364,aphis,1.252267818574514,0.17494600431965443
365,apian,1.4518358531317495,0.3287257019438445
366,apiol,1.3922246220302377,0.3265658747300216
367,apish,1.252267818574514,0.3360691144708423
368,apism,1.2172786177105832,0.2941684665226782
369,apode,1.4488120950323975,0.4056155507559395
370,apods,1.259611231101512,0.23801295896328295
371,apoop,1.2730021598272139,0.273866090712743
372,aport,1.4825053995680346,0.3676025917926566
373,appal,1.36414686825054,0.2501079913606911
374,appay,1.2643628509719222,0.33995680345572354
375,appel,1.4276457883369331,0.31706263498920084
376,appro,1.3438444924406048,0.20302375809935205
377,appui,1.1684665226781858,0.15248380129589634
378,appuy,1.0691144708423326,0.3049676025917927
379,apres,1.626781857451404,0.3105831533477322
380,apses,1.5321814254859611,0.27473002159827214
381,apsis,1.3555075593952484,0.2056155507559395
382,apsos,1.3667386609071275,0.19438444924406048
383,apted,1.44622030237581,0.32354211663066956
384,apter,1.6479481641468683,0.36414686825053993
385,aquae,1.451403887688985,0.3879049676025918
386,aquas,1.2622030237580995,0.2203023758099352
387,araba,1.6548596112311016,0.3468682505399568
388,araks,1.5010799136069115,0.34816414686825053
389,arame,1.7317494600431966,0.5213822894168466
390,arars,1.775377969762419,0.3900647948164147
391,arbas,1.529157667386609,0.28682505399568037
392,arced,1.5637149028077755,0.38876889848812096
393,archi,1.3909287257019438,0.21727861771058316
394,arcos,1.5053995680345573,0.2730021598272138
395,arcus,1.4120950323974082,0.25140388768898486
396,ardeb,1.4855291576673866,0.350755939524838
397,ardri,1.5550755939524838,0.2790496760259179
398,aread,1.7628509719222463,0.37408207343412525
399,areae,2.0591792656587473,0.5062634989200864
400,areal,1.8829373650107992,0.3904967602591793
401,arear,1.9645788336933045,0.4146868250539957
402,areas,1.8699784017278618,0.3386609071274298
403,areca,1.7965442764578834,0.34600431965442763
404,aredd,1.5300215982721381,0.3334773218142549
405,arede,1.8263498920086394,0.465658747300216
406,arefy,1.4799136069114471,0.4250539956803456
407,areic,1.6833693304535637,0.33434125269978404
408,arene,1.9041036717062636,0.5144708423326134
409,arepa,1.7524838012958963,0.3019438444924406
410,arere,2.0280777537796975,0.501511879049676
411,arete,1.9546436285097193,0.4958963282937365
412,arets,1.7654427645788338,0.3282937365010799
413,arett,1.7866090712742981,0.4220302375809935
414,argal,1.5563714902807775,0.3429805615550756
415,argan,1.5140388768898487,0.33174946004319655
416,argil,1.4431965442764578,0.3408207343412527
417,argle,1.6198704103671706,0.4583153347732181
418,argol,1.454427645788337,0.32958963282937365
419,argon,1.4120950323974082,0.3183585313174946
420,argot,1.4626349892008639,0.3714902807775378
421,argus,1.3481641468682506,0.25615550755939526
422,arhat,1.5987041036717062,0.3598272138228942
423,arias,1.693304535637149,0.3771058315334773
424,ariel,1.7697624190064796,0.4958963282937365
425,ariki,1.4004319654427646,0.31965442764578833
426,arils,1.580561555075594,0.37667386609071274
427,ariot,1.6125269978401728,0.457451403887689
428,arish,1.4643628509719222,0.4250539956803456
429,arked,1.457451403887689,0.3697624190064795
430,arled,1.650107991360691,0.41295896328293735
431,arles,1.7572354211663066,0.3775377969762419
432,armed,1.4989200863930885,0.39092872570194387
433,armer,1.7006479481641468,0.43153347732181424
434,armet,1.6272138228941684,0.44924406047516197
435,armil,1.4423326133909287,0.3382289416846652
436,arnas,1.651403887688985,0.3222462203023758
437,arnut,1.4773218142548596,0.38099352051835855
438,aroba,1.5529157667386608,0.31965442764578833
439,aroha,1.6012958963282937,0.32138228941684666
440,aroid,1.484233261339093,0.4008639308855292
441,arpas,1.5632829373650108,0.28725701943844495
442,arpen,1.5974082073434126,0.39481641468682505
443,arrah,1.6721382289416846,0.3771058315334773
444,arras,1.775377969762419,0.3326133909287257
445,arret,1.8600431965442765,0.49330453563714904
446,arris,1.6622030237580994,0.3304535637149028
447,arroz,1.421598272138229,0.30539956803455726
448,arsed,1.6371490280777539,0.39913606911447086
449,arses,1.7442764578833694,0.36371490280777535
450,arsey,1.657451403887689,0.5053995680345572
451,arsis,1.5676025917926566,0.2946004319654428
452,artal,1.714902807775378,0.3619870410367171
453,artel,1.778401727861771,0.4289416846652268
454,artic,1.5153347732181426,0.30583153347732184
455,artis,1.588768898488121,0.3079913606911447
456,aruhe,1.5714902807775377,0.4427645788336933
457,arums,1.3473002159827214,0.29244060475161987
458,arval,1.491144708423326,0.33520518358531315
459,arvee,1.7308855291576675,0.5179265658747301
460,arvos,1.3762419006479483,0.26997840172786175
461,aryls,1.4812095032397408,0.27429805615550756
462,asana,1.6825053995680346,0.30669546436285094
463,ascon,1.381425485961123,0.20518358531317496
464,ascus,1.3174946004319654,0.1429805615550756
465,asdic,1.29244060475162,0.18185745140388768
466,ashed,1.4393088552915767,0.26004319654427643
467,ashes,1.5464362850971922,0.22462203023758098
468,ashet,1.5676025917926566,0.3183585313174946
469,asked,1.3628509719222461,0.2613390928725702
470,asker,1.5645788336933046,0.3019438444924406
471,askoi,1.317062634989201,0.13477321814254858
472,askos,1.304535637149028,0.14557235421166306
473,aspen,1.5028077753779698,0.2863930885529158
474,asper,1.626781857451404,0.32181425485961124
475,aspic,1.28207343412527,0.17451403887688985
476,aspie,1.544708423326134,0.34427645788336936
477,aspis,1.3555075593952484,0.17667386609071276
478,aspro,1.4613390928725702,0.183585313174946
479,assai,1.5987041036717062,0.1775377969762419
480,assam,1.4479481641468683,0.19092872570194386
481,asses,1.6496760259179266,0.2552915766738661
482,assez,1.3978401727861771,0.24146868250539957
483,assot,1.5053995680345573,0.26868250539956806
484,aster,1.7654427645788338,0.3447084233261339
485,astir,1.588768898488121,0.2755939524838013
486,astun,1.3827213822894169,0.20734341252699784
487,asura,1.611231101511879,0.23239740820734342
488,asway,1.3161987041036718,0.30669546436285094
489,aswim,1.151619870410367,0.1654427645788337
490,asyla,1.5123110151187904,0.17796976241900647
491,ataps,1.4898488120950324,0.26393088552915767
492,ataxy,1.2695464362850972,0.3853131749460043
493,atigi,1.369330453563715,0.24665226781857452
494,atilt,1.52829373650108,0.3883369330453564
495,atimy,1.2691144708423325,0.3956803455723542
496,atlas,1.6203023758099353,0.22850971922246222
497,atman,1.4397408207343412,0.2470842332613391
498,atmas,1.4691144708423327,0.20647948164146868
499,atmos,1.367170626349892,0.19308855291576674
500,atocs,1.431965442764579,0.28077753779697623
501,atoke,1.514902807775378,0.4064794816414687
502,atoks,1.3257019438444924,0.23887688984881209
503,atoms,1.367170626349892,0.24449244060475162
504,atomy,1.2803455723542116,0.3861771058315335
505,atony,1.3892008639308855,0.4354211663066955
506,atopy,1.3010799136069116,0.37840172786177106
507,atria,1.7144708423326134,0.260475161987041
508,atrip,1.4712742980561555,0.2570194384449244
509,attap,1.5110151187904968,0.2367170626349892
510,attar,1.723110151187905,0.3041036717062635
511,atuas,1.5377969762419006,0.25140388768898486
512,audad,1.3023758099352052,0.29503239740820736
513,auger,1.5373650107991361,0.39913606911447086
514,aught,1.1714902807775378,0.2915766738660907
515,aulas,1.5295896328293737,0.2755939524838013
516,aulic,1.3429805615550756,0.2712742980561555
517,auloi,1.4401727861771059,0.25140388768898486
518,aulos,1.4276457883369331,0.26220302375809934
519,aumil,1.2781857451403889,0.30323974082073435
520,aunes,1.550755939524838,0.3542116630669546
521,aunts,1.3827213822894169,0.27688984881209505
522,aurae,1.8004319654427645,0.4652267818574514
523,aural,1.6241900647948164,0.3494600431965443
524,aurar,1.7058315334773217,0.37365010799136067
525,auras,1.611231101511879,0.2976241900647948
526,aurei,1.6872570194384449,0.35377969762419004
527,aures,1.6747300215982721,0.3645788336933045
528,auric,1.424622030237581,0.29330453563714903
529,auris,1.4980561555075593,0.29546436285097194
530,aurum,1.2777537796976242,0.2652267818574514
531,autos,1.43585313174946,0.26177105831533476
532,auxin,1.123110151187905,0.2708423326133909
533,avale,1.5857451403887688,0.4531317494600432
534,avant,1.375377969762419,0.3879049676025918
535,avast,1.4047516198704104,0.3831533477321814
536,avels,1.4600431965442764,0.22937365010799135
537,avens,1.4177105831533476,0.23801295896328295
538,avers,1.541684665226782,0.22505399568034556
539,avgas,1.2462203023758098,0.18228941684665226
540,avine,1.4302375809935206,0.44406047516198704
541,avion,1.2647948164146867,0.29546436285097194
542,avise,1.459611231101512,0.43930885529157665
543,aviso,1.2941684665226783,0.2812095032397408
544,avize,1.2077753779697624,0.37408207343412525
545,avows,1.0984881209503239,0.19913606911447085
546,avyze,1.1084233261339094,0.2717062634989201
547,awarn,1.4682505399568035,0.33434125269978404
548,awato,1.4479481641468683,0.2976241900647948
549,awave,1.3896328293736502,0.41555075593952484
550,aways,1.3161987041036718,0.22937365010799135
551,awdls,1.1831533477321814,0.1978401727861771
552,aweel,1.668682505399568,0.3611231101511879
553,aweto,1.5114470842332612,0.24146868250539957
554,awing,1.123110151187905,0.2911447084233261
555,awmry,1.1468682505399568,0.32915766738660907
556,awned,1.3300215982721382,0.3282937365010799
557,awner,1.5317494600431965,0.36889848812095033
558,awols,1.3140388768898488,0.2708423326133909
559,awork,1.2159827213822894,0.2997840172786177
560,axels,1.4116630669546437,0.22894168466522677
561,axile,1.4241900647948165,0.4349892008639309
562,axils,1.234989200863931,0.2673866090712743
563,axing,1.0552915766738662,0.2781857451403888
564,axite,1.4323974082073434,0.4250539956803456
565,axled,1.304535637149028,0.30367170626349893
566,axles,1.4116630669546437,0.2682505399568035
567,axman,1.1676025917926567,0.21987041036717062
568,axmen,1.2311015118790496,0.28682505399568037
569,axoid,1.1386609071274298,0.2915766738660907
570,axone,1.3930885529157668,0.43412526997840173
571,axons,1.2038876889848813,0.26652267818574515
572,ayahs,1.3961123110151188,0.23110151187904968
573,ayaya,1.5382289416846653,0.23239740820734342
574,ayelp,1.458315334773218,0.24146868250539957
575,aygre,1.5200863930885529,0.3485961123110151
576,ayins,1.3568034557235422,0.27991360691144707
577,ayont,1.3892008639308855,0.36414686825053993
578,ayres,1.657451403887689,0.2941684665226782
579,ayrie,1.6699784017278618,0.39265658747300214
580,azans,1.3049676025917927,0.28855291576673864
581,azide,1.3032397408207343,0.3896328293736501
582,azido,1.1377969762419007,0.23153347732181426
583,azine,1.3809935205183586,0.43844492440604754
584,azlon,1.2159827213822894,0.22332613390928727
585,azoic,1.1714902807775378,0.2488120950323974
586,azole,1.4345572354211662,0.4203023758099352
587,azons,1.2030237580993521,0.2613390928725702
588,azote,1.4427645788336934,0.4103671706263499
589,azoth,1.1503239740820734,0.28725701943844495
590,azuki,0.9719222462203023,0.1615550755939525
591,azurn,1.2043196544276458,0.2548596112311015
592,azury,1.1468682505399568,0.35593952483801294
593,azygy,0.8976241900647948,0.26436285097192225
594,azyme,1.1727861771058314,0.28682505399568037
595,azyms,0.983585313174946,0.11922246220302375
596,baaed,1.5166306695464362,0.5269978401727862
597,baals,1.4475161987041036,0.4241900647948164
598,babas,1.2829373650107991,0.31663066954643626
599,babel,1.3593952483801295,0.4354211663066955
600,babes,1.3464362850971923,0.383585313174946
601,babka,1.1032397408207344,0.28207343412527
